essayID,random_id,condition,chars_produced_inclu_spac,chars_produced_per_min_inclu_spac,chars_produced_exclu_spac,chars_produced_per_min_exclu_spac,total_words_produced,total_words_produced_per_min,mean_word_length,median_word_length,sd_word_length,total_sents_produced,mean_chars_per_sent,median_chars_per_sent,sd_chars_per_sent,mean_words_per_sent,median_words_per_sent,sd_words_per_sent,total_paras_produced,mean_chars_per_para,median_chars_per_para,sd_chars_per_para,mean_words_per_para,median_words_per_para,sd_words_per_para,mean_sents_per_para,median_sents_per_para,sd_sents_per_para,total_process_time_secs,num_of_Pbursts,mean_length_Pbursts_secs,median_length_Pbursts_secs,sd_length_Pbursts_secs,mean_length_Pbursts_chars,median_length_Pbursts_chars,sd_length_Pbursts_chars,total_process_time_in_secs_threshold200,total_pause_time_in_secs_threshold200,total_number_of_pauses_threshold200,mean_pause_time_in_secs_threshold200,median_pause_time_in_secs_threshold200,sd_pause_time_threshold200,num_of_pause_within_words_threshold200,mean_pause_time_within_words_threshold200,median_pause_time_within_words_threshold200,sd_pause_time_within_words_threshold200,num_of_pause_before_words_threshold200,mean_pause_time_before_words_threshold200,median_pause_time_before_words_threshold200,sd_pause_time_before_words_threshold200,num_of_pause_after_words_threshold200,mean_pause_time_after_words_threshold200,median_pause_time_after_words_threshold200,sd_pause_time_after_words_threshold200,num_of_pause_between_words_threshold200,mean_pause_time_between_words_threshold200,median_pause_time_between_words_threshold200,sd_pause_time_betweenr_words_threshold200,num_of_pause_before_sents_threshold200,mean_pause_time_before_sents_threshold200,median_pause_time_before_sents_threshold200,sd_pause_time_before_sents_threshold200,num_of_pause_after_sents_threshold200,mean_pause_time_after_sents_threshold200,median_pause_time_after_sents_threshold200,sd_pause_time_after_sents_threshold200,num_of_pause_between_sents_threshold200,mean_pause_time_between_sents_threshold200,median_pause_time_between_sents_threshold200,sd_pause_time_between_sents_threshold200,num_of_pause_before_paras_threshold200,mean_pause_time_before_paras_threshold200,median_pause_time_before_paras_threshold200,sd_pause_time_before_paras_threshold200,num_of_pause_after_paras_threshold200,mean_pause_time_after_paras_threshold200,median_pause_time_after_paras_threshold200,sd_pause_time_after_paras_threshold200,num_of_pause_between_paras_threshold200,mean_pause_time_between_paras_threshold200,median_pause_time_between_paras_threshold200,sd_pause_time_between_paras_threshold200,total_process_time_in_secs_threshold2000,total_pause_time_in_secs_threshold2000,total_number_of_pauses_threshold2000,mean_pause_time_in_secs_threshold2000,median_pause_time_in_secs_threshold2000,sd_pause_time_threshold2000,num_of_pause_within_words_threshold2000,mean_pause_time_within_words_threshold2000,median_pause_time_within_words_threshold2000,sd_pause_time_within_words_threshold2000,num_of_pause_before_words_threshold2000,mean_pause_time_before_words_threshold2000,median_pause_time_before_words_threshold2000,sd_pause_time_before_words_threshold2000,num_of_pause_after_words_threshold2000,mean_pause_time_after_words_threshold2000,median_pause_time_after_words_threshold2000,sd_pause_time_after_words_threshold2000,num_of_pause_between_words_threshold2000,mean_pause_time_between_words_threshold2000,median_pause_time_between_words_threshold2000,sd_pause_time_betweenr_words_threshold2000,num_of_pause_before_sents_threshold2000,mean_pause_time_before_sents_threshold2000,median_pause_time_before_sents_threshold2000,sd_pause_time_before_sents_threshold2000,num_of_pause_after_sents_threshold2000,mean_pause_time_after_sents_threshold2000,median_pause_time_after_sents_threshold2000,sd_pause_time_after_sents_threshold2000,num_of_pause_between_sents_threshold2000,mean_pause_time_between_sents_threshold2000,median_pause_time_between_sents_threshold2000,sd_pause_time_between_sents_threshold2000,num_of_pause_before_paras_threshold2000,mean_pause_time_before_paras_threshold2000,median_pause_time_before_paras_threshold2000,sd_pause_time_before_paras_threshold2000,num_of_pause_after_paras_threshold2000,mean_pause_time_after_paras_threshold2000,median_pause_time_after_paras_threshold2000,sd_pause_time_after_paras_threshold2000,num_of_pause_between_paras_threshold2000,mean_pause_time_between_paras_threshold2000,median_pause_time_between_paras_threshold2000,sd_pause_time_between_paras_threshold2000,total_strokes,average_strokes_per_min,sd_strokes_per_min_5_intervals,sd_strokes_per_min_10_intervals,num_of_revisions,num_of_deletions,total_deletions_chars_inclu_space,total_deletions_chars_exclu_space,total_deletions_words,mean_deletion_length_chars,median_deletion_length_chars,mean_deletion_length_chars_exclu_space,median_deletion_length_chars_exclu_space,num_of_insertions,total_insertions_chars_inclu_space,total_insertions_chars_exclu_space,total_insertions_words,mean_insertion_length_chars,median_insertion_length_chars,mean_insertion_length_chars_exclu_space,median_insertion_length_chars_exclu_space,num_of_Rburst,mean_length_Rburst_sec,median_length_Rburst_sec,sd_length_Rburst_sec,mean_length_Rburst_chars,median_length_Rburst_chars,sd_length_Rburst_chars,product_process_ratio
401,8.37126E+14,transcribed,2411,113.509,2014,94.818,391,18.408,5.033,4,3.241,20,120.55,113,42.864,19.55,21.5,8.243,4,602.75,442,224.718,97.75,88,46.094,5,4,3.082,1274.437,83,15.354,7.351,16.145,29.048,9,42.78,1274,1176.993,1968,0.598,0.314,0.314,1158,0.478,0.3,0.529,341,0.606,0.352,0.742,268,0.556,0.281,1.008,356,0.94,0.636,1.002,24,1.347,0.385,2.533,16,1.061,0.751,0.842,14,2.326,1.555,1.833,4,1.048,0.943,0.692,7,2.992,2.426,2.509,3,6.275,7.902,2.579,1274,290.746,83,3.502,2.745,2.745,27,3.096,2.594,1.029,18,3.212,2.697,1.226,7,5.051,3.157,3.651,337,5.254,3.785,2.748,3,6.578,4.134,4.321,3,2.408,2.114,0.482,14,5.33,4.72,2.357,1,2.096,2.096,NA,4,4.561,4.129,2.21,3,6.275,7.902,2.579,2020,97,12.56,15.67,73,73,15,14,2,0.205,0,0.192,0,0,0,0,0,0,0,0,0,81,12.469,6.283,14.017,24.272,14,29.222,0.94660596
402,6.14519E+14,transcribed,2006,83.944,1642,68.712,343,14.353,4.627,4,2.747,24,83.583,63,36.984,14.292,13,8.284,8,250.75,180.5,134.185,42.875,40,26.858,3,2.5,2.062,1433.818,75,19.117,7.016,27.199,26.747,5,54.801,1433,1407.838,2037,0.691,0.359,0.359,1139,0.494,0.333,1.295,352,0.695,0.458,1.084,318,0.579,0.301,1.123,289,1.063,0.727,1.533,21,2.583,1.594,2.664,19,0.814,0.67,0.436,16,2.718,2.08,1.461,20,2.636,1.422,3.251,5,3.411,1.777,3.738,3,7.716,4.948,4.489,1433,476.954,75,6.359,3.81,3.81,12,6.804,3.62,10.604,14,4.183,2.923,3.83,12,5.285,4.624,2.903,285,4.843,3.619,2.596,7,5.421,3.897,2.946,1,2.315,2.315,NA,16,5.457,4.459,2.489,9,5.155,3.171,3.416,2,6.721,6.721,NA,3,7.914,5.541,4.375,1644,70,19.95,27.41,57,45,92,79,32,2.044,1,1.756,1,12,10,8,3,0.833,1,0.667,1,52,19.115,10.426,29.135,30.327,13,49.209,0.93877551
403,2.38661E+14,transcribed,2917,134.705,2462,113.694,443,20.457,5.42,5,3.088,26,112.192,88.5,48.246,17.038,16.5,9.192,7,416.714,349,201.442,63.286,65,37.404,3.714,2,2.433,1299.281,37,35.115,19.732,12.099,78.838,49,80.346,1299,1119.349,1863,0.6,0.285,0.285,1153,0.308,0.246,0.216,340,1.092,0.499,4.642,259,0.601,0.523,0.478,408,1.774,0.99,6.609,28,0.78,0.296,2.236,22,1.122,0.865,0.936,20,1.46,1.156,0.931,6,0.724,0.675,0.298,10,11.104,0.588,28.275,5,22.43,2.265,36.955,1299,394.081,37,10.65,3.268,3.268,3,2.466,2.613,0.216,14,13.804,3.649,18.782,7,2.738,2.56,0.574,381,11.497,2.928,26.035,1,12.356,12.356,NA,5,2.674,2.342,0.635,20,12.421,2.652,27.849,0,NA,NA,NA,2,53.248,53.248,NA,5,23.516,3.799,36.342,2463,115,32.96,34.47,29,29,37,34,7,1.276,1,1.172,1,0,0,0,0,0,0,0,0,40,30.625,17.0125,38.242,59.95,37,70.758,0.984921179
404,6.8675E+14,transcribed,2596,283.349,2117,231.067,472,51.518,4.362,4,2.389,24,108.167,78,52.27,19.667,16.5,12.096,4,649,464.5,238.621,118,101.5,55.258,6,6.5,3.082,549.711,10,54.971,44.489,NA,236,136,75.26,549,264.532,567,0.466,0.302,0.302,234,0.313,0.237,0.204,149,0.444,0.315,0.472,71,0.559,0.328,0.58,425,0.779,0.587,0.575,9,1.21,0.67,1.11,7,0.769,0.328,1.091,19,0.722,0.484,0.458,2,0.348,0.348,NA,6,0.574,0.561,0.304,3,1.16,1.201,0.097,549,49.582,11,4.507,3.686,3.686,1,2.094,2.094,NA,3,3.242,2.76,1.045,2,3.21,3.21,NA,364,3.12,2.384,1.1,1,3.893,3.893,NA,1,3.437,3.437,NA,16,3.077,3.02,0.924,0,NA,NA,NA,0,NA,NA,NA,3,3.091,2.432,1.131,2120,233,21.66,45.16,61,61,676,527,163,11.082,1,8.639,1,0,0,0,0,0,0,0,0,69,7.145,3.999,7.952,33.957,19,47.264,0.814159292
405,8.38672E+14,transcribed,1752,190.335,1458,158.395,290,31.505,4.928,4.5,2.705,12,146,108.5,53.982,24.167,22.5,12.595,4,438,397.5,104.102,72.5,81,22.209,3,3,1.581,552.29,27,20.455,14.264,4.682,64.889,45,64.127,552,410.788,793,0.518,0.272,0.272,436,0.321,0.244,0.326,206,0.566,0.335,0.925,97,0.92,0.611,0.925,274,1.439,1.099,1.235,11,1.466,0.276,3.109,8,1.436,1.445,0.742,8,1.916,1.796,0.627,3,0.749,0.256,0.732,6,1.705,1.322,1.21,3,2.753,1.114,2.38,552,99.953,27,3.701,2.944,2.944,4,3.016,3.016,0.63,8,3.657,2.324,3.177,10,3.23,3.016,0.894,259,3.497,3.346,1.064,1,11.189,11.189,NA,2,2.543,2.543,NA,7,3.237,2.92,0.735,0,NA,NA,NA,1,4.334,4.334,NA,3,4.35,3.925,1.305,1459,162,13.29,17.19,8,8,10,10,1,1.25,1,1.25,1,0,0,0,0,0,0,0,0,15,34.533,34.303,33.06,95.133,100,87.663,0.993154592
406,1.01445E+14,transcribed,2648,157.418,2223,132.152,421,25.028,5.166,4,2.973,23,115.13,84,48.776,18.304,17,8.78,3,882.667,359,641.496,140.333,72,117.741,7.667,4,5.185,1009.289,40,25.232,9.902,15.826,66.2,22.5,79.104,1009,772.468,1310,0.589,0.343,0.343,576,0.416,0.262,0.489,269,0.57,0.375,0.557,202,0.774,0.395,1.397,377,1.278,0.872,1.674,27,0.557,0.328,0.708,21,1.216,1.034,0.63,20,1.539,1.333,0.651,0,NA,NA,NA,4,2.088,1.717,1.902,2,1.887,1.887,NA,1009,163.654,41,3.991,3.095,3.095,7,3.743,3.095,1.692,9,2.775,2.472,0.947,10,5.535,5.096,3.573,343,4.799,3.351,3.237,1,3.762,3.762,NA,3,2.334,2.15,0.343,17,4.111,3.207,2.275,0,NA,NA,NA,2,3.911,3.911,NA,2,2.861,2.861,NA,2229,133,11.5,18.78,148,148,165,144,58,1.115,1,0.973,1,0,0,0,0,0,0,0,0,157,4.854,3.264,4.738,13.815,10,12.826,0.877727615
407,3.86983E+14,transcribed,2640,386.056,2231,326.247,405,59.225,5.378,5,3.072,18,146.667,130.5,49.084,22.5,21.5,7.851,4,660,463,277.75,101.25,80,56.189,4.5,3.5,2.872,410.303,3,136.767,8.057,94.238,880,14,192.003,410,161.298,437,0.369,0.28,0.28,197,0.332,0.264,0.171,86,0.341,0.269,0.192,67,0.413,0.273,0.533,377,0.56,0.456,0.423,9,0.679,0.248,1.211,6,0.297,0.292,0.069,14,0.495,0.508,0.121,1,0.424,0.424,NA,6,0.331,0.28,0.138,3,0.579,0.344,0.332,410,10.559,3,3.519,3.6,3.6,0,NA,NA,NA,0,NA,NA,NA,2,3.228,3.228,NA,150,3.035,2.991,0.16,1,4.104,4.104,NA,0,NA,NA,NA,4,2.969,2.975,0.024,0,NA,NA,NA,0,NA,NA,NA,2,2.971,2.971,NA,2232,330,19.32,33.14,52,51,114,96,32,2.235,1,1.882,1,1,1,1,0,1,1,1,1,57,6.351,4.262,7.55,38.193,26,45.808,0.946989777
408,7.26988E+14,transcribed,4384,90.925,3642,75.536,714,14.808,5.007,4,2.806,32,137,87.5,68.541,22.313,18,13.699,11,398.545,329,158.068,64.909,64,31.483,2.909,3,1.73,2892.934,182,15.895,9.351,NA,23.826,14,23.57,2892,2722.046,3690,0.737,0.382,0.382,2103,0.589,0.321,1.075,699,0.789,0.448,3.036,535,0.837,0.392,1.3,662,1.39,0.954,1.505,22,2.07,0.862,4.074,24,1.054,0.756,0.719,20,2.207,2.232,1.126,10,1.709,1.096,1.804,12,1.795,1.108,1.917,6,3.809,3.128,2.463,2892,837.278,184,4.55,2.786,2.786,71,4.007,2.653,4.307,25,6.928,3.195,14.667,40,3.896,2.589,3.124,658,4.747,3.243,3.156,6,5.865,3.173,6.371,3,2.51,2.371,0.442,20,4.29,3.773,1.55,2,4.689,4.689,NA,3,4.671,4.909,1.683,6,5.841,4.892,3.261,3644,76,12.7,16.46,137,126,378,316,89,3,1,2.508,1,11,104,88,17,9.455,1,8,1,147,15.068,9.422,16.68,24.143,15,27.304,0.919990882
409,8.24243E+14,transcribed,3043,135.229,2491,110.699,548,24.353,4.467,4,2.456,27,112.704,78,48.384,20.296,17,11.588,5,608.6,505,75.904,109.6,118,18.725,5.4,5,1.497,1350.15,36,37.504,22.549,14.614,84.528,51.5,65.676,1350,1227.643,2521,0.486,0.281,0.281,1452,0.339,0.271,0.265,488,0.399,0.3,0.496,387,0.782,0.271,3.563,504,1.012,0.568,3.123,42,1.266,0.312,4.865,23,1.225,1.054,0.721,22,1.919,1.52,0.918,4,3.876,1.141,5.053,4,1.007,1.018,0.227,3,5.848,2.424,5.629,1350,310.233,36,8.617,5.133,5.133,3,3.49,2.552,1.56,5,4.379,4.768,2.124,14,11.766,8.129,14.952,479,8.207,6.749,10.715,2,17.943,17.943,NA,3,2.629,2.344,0.637,21,8.658,6.799,12.626,1,12.604,12.604,NA,0,NA,NA,NA,3,13.708,11.01,6.757,2492,114,22.3,24.92,38,38,13,8,3,0.342,0,0.211,0,0,0,0,0,0,0,0,0,43,27.116,17.542,29.687,56.837,29,58.519,0.97512275
410,9.928E+14,transcribed,2307,124.843,1859,100.6,443,23.973,4.084,4,2.501,25,92.28,70,37.203,17.72,18,8.897,5,461.4,287,278.879,88.6,73,65.923,5,5,3.162,1108.751,56,19.799,9.608,10.883,39.776,25.5,52.254,1108,921.088,1217,0.756,0.257,0.257,698,0.326,0.243,0.553,245,0.786,0.266,2.476,131,0.974,0.299,1.585,383,1.554,0.844,2.271,22,2.368,0.34,5.733,19,1.194,0.616,0.982,19,1.813,1.561,1.117,4,0.526,0.473,0.172,5,0.687,0.589,0.386,3,1.007,0.947,0.285,1108,503.051,58,8.673,3.774,3.774,5,5.417,4.576,3.66,13,7.261,3.47,8.307,18,4.057,3.53,2.486,370,3.72,3.526,2.722,4,11.34,8.846,9.06,5,2.651,2.584,0.496,17,3.516,3.219,1.288,0,NA,NA,NA,0,NA,NA,NA,3,3.53,3.928,0.741,1860,102,60.14,63.08,47,29,58,48,21,2,2,1.655,1,18,72,58,17,4,1,3.222,1,26,25.5,16.882,28.798,66.846,45.5,75.504,0.967504333
411,9.90001E+14,transcribed,2893,92.537,2435,77.887,445,14.234,5.342,4,3.13,16,180.813,112.5,106.106,27.813,21.5,20.555,5,578.6,521,48.262,89,90,11.314,3.2,4,0.98,1875.784,120,15.631,9.224,NA,23.909,15,25.125,1875,1794.641,2535,0.707,0.38,0.38,1567,0.494,0.304,1.443,422,0.98,0.709,1.097,388,0.989,0.657,1.852,416,1.886,1.414,2.041,22,1.599,0.64,2.888,11,1.351,1.334,0.55,11,3.017,2.963,1.126,3,0.27,0.203,0.097,8,3.143,1.965,2.127,4,5.008,5.759,1.924,1875,529.316,121,4.374,2.649,2.649,38,4.137,2.414,8.283,30,3.711,2.73,2.628,26,5.147,2.876,5.468,415,6.211,4.4,5.502,4,5.97,3.937,4.642,2,2.166,2.166,NA,11,6.741,4.841,5.189,0,NA,NA,NA,4,4.923,5.463,1.624,4,5.203,5.759,1.601,2437,79,11.45,13.24,49,48,25,20,5,0.521,0,0.417,0,1,1,0,1,1,1,0,0,60,28.85,20.4565,33.105,39.6,27.5,43.394,0.973429952
412,5.01341E+14,transcribed,3099,66.344,2567,54.955,527,11.282,4.75,4,2.65,33,93.909,70,44.588,15.97,15,8.939,9,344.333,293,138.644,58.556,64,25.06,3.667,3,1.886,2802.668,115,24.371,9.948,25.352,26.716,13,27.619,2802,2695.065,2627,1.025,0.312,0.312,1442,0.401,0.276,0.634,486,0.815,0.394,1.908,445,2.191,0.395,13.127,489,3.005,0.978,11.157,14,2.789,0.268,8.979,23,1.895,1.345,2.041,5,2.831,1.633,1.945,7,0.564,0.652,0.267,20,3.397,1.338,5.774,8,3.122,1.009,4.557,2802,1591.266,116,13.717,4.589,4.589,13,5.4,4.113,3.59,23,7.227,5.421,5.614,45,16.965,4.389,38.209,475,13.771,5.504,28.731,1,35.16,35.16,NA,5,4.908,4.164,2.645,5,6.964,5.776,2.99,0,NA,NA,NA,6,9.414,5.568,7.663,8,18.153,6.323,24.963,2568,56,18.09,24.91,88,86,157,140,46,1.826,1,1.628,1,2,2,2,0,1,1,1,1,106,19.915,8.533,33.266,23.575,13.5,24.878,0.938387097
413,8.11901E+14,transcribed,2835,180.925,2312,147.548,515,32.867,4.423,4,2.452,24,118.125,98.5,44.8,21.458,20.5,10.44,7,405,368,53.488,73.571,75,10.554,3.429,3,0.728,940.166,19,49.482,29.3,NA,149.211,86,126.402,940,708.933,1433,0.494,0.271,0.271,596,0.381,0.249,0.904,428,0.454,0.3,0.842,254,0.71,0.263,2.626,480,1.371,0.593,3.406,16,1.675,0.368,4.502,18,0.377,0.311,0.17,17,0.859,0.785,0.392,3,0.474,0.364,0.275,11,0.864,0.986,0.482,5,1.348,1.32,0.471,940,177.672,19,9.351,6.125,6.125,5,6.508,2.91,7.375,4,7.744,7.91,4.026,7,12.368,7.011,10.373,422,16.491,20.579,10.53,1,19.066,19.066,NA,0,NA,NA,NA,14,17.291,20.684,9.713,0,NA,NA,NA,0,NA,NA,NA,5,21.143,20.603,12.159,2316,151,22.1,29.02,49,49,63,51,22,1.286,1,1.041,1,0,0,0,0,0,0,0,0,62,13.645,9.8515,13.357,36.694,27.5,32.755,0.970412117
414,9.99321E+14,transcribed,1691,238.144,1369,192.797,320,45.066,4.178,4,2.163,21,80.524,53,32.937,15.238,12,7.964,4,422.75,337.5,121.479,80,80,28.539,5.25,5,2.861,426.045,9,47.338,32.946,NA,187.889,108,183.327,426,273.791,651,0.42,0.245,0.245,388,0.278,0.24,0.166,160,0.309,0.253,0.368,51,0.337,0.225,0.462,293,1.687,0.464,4.757,7,0.892,0.219,1.605,6,0.274,0.258,0.07,17,0.472,0.45,0.101,2,0.453,0.453,NA,4,10.838,9.737,10.6,3,14.711,19.283,9.834,426,90.819,9,10.091,4.822,4.822,1,2.226,2.226,NA,1,4.688,4.688,NA,1,3.529,3.529,NA,276,13.973,19.247,9.364,1,4.822,4.822,NA,0,NA,NA,NA,16,12.205,3.754,9.675,0,NA,NA,NA,2,21.32,21.32,NA,3,15.757,19.283,8.385,1370,196,34.31,51.8,5,5,1,1,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,14,26.714,9.049,34.35,95.286,36.5,114.773,0.994687131
415,7.84025E+14,transcribed,2912,111.392,2423,92.686,480,18.361,4.927,4,2.963,24,121.333,87.5,54.593,20,17,10.476,5,582.4,419,278.847,96,83,54.714,4.8,5,2.04,1568.519,40,39.212,20.692,15.016,72.8,46.5,81.055,1568,1467.662,2493,0.588,0.291,0.291,1438,0.356,0.276,0.35,434,0.914,0.408,3.839,374,0.418,0.268,0.415,441,1.73,0.738,7.844,32,0.5,0.327,0.458,22,1.125,1.07,0.542,18,1.489,1.48,0.584,4,0.464,0.218,0.436,6,19.068,1.756,37.449,3,37.55,7.253,46.223,1568,479.531,41,11.695,3.979,3.979,4,4.97,4.354,2.603,14,12.375,4.316,17.833,6,2.667,2.52,0.615,435,25.405,3.001,42.015,1,2.484,2.484,NA,3,2.057,2.061,0.026,18,25.137,2.859,41.698,0,NA,NA,NA,3,37.338,7.021,46.228,3,37.55,7.253,46.223,2424,93,17.69,33.15,87,80,39,35,14,0.488,0,0.438,0,7,3,1,2,0.429,0,0.143,0,84,14.917,8.6305,19.368,28.107,21,27.338,0.941740918
416,4.28769E+14,transcribed,2898,234.242,2391,193.262,490,39.606,4.722,4,2.656,21,138,88,70.784,23.333,19,13.885,8,362.25,292.5,153.175,61.25,58.5,31.558,2.625,2,1.495,742.31,11,67.482,22.201,66.213,263.455,83,265.144,742,488.305,1148,0.425,0.284,0.284,577,0.321,0.252,0.212,270,0.429,0.324,0.394,120,0.466,0.304,0.573,443,0.779,0.595,0.707,18,1.125,0.238,3.377,12,0.581,0.453,0.326,14,0.814,0.818,0.357,5,0.381,0.28,0.19,12,0.97,0.442,1.189,7,1.583,1.412,1.356,742,66.967,11,6.087,4.491,4.491,1,3.237,3.237,NA,2,3.65,3.65,NA,2,4.27,4.27,NA,402,4.499,4.339,0.429,1,15.036,15.036,NA,0,NA,NA,NA,13,4.421,4.288,0.258,0,NA,NA,NA,1,4.62,4.62,NA,6,4.544,4.541,0.271,2392,198,11.46,24.26,89,89,37,31,7,0.416,0,0.348,0,0,0,0,0,0,0,0,0,107,5.935,3.958,6.6,21.561,15,23.254,0.94869146
417,3.33777E+14,transcribed,2415,135.042,1967,109.99,443,24.772,4.321,4,2.589,22,109.773,86.5,40.749,20.136,20,9.892,3,805,618,124.843,147.667,130,33.826,7.333,7,2.055,1073.003,19,56.473,24.619,46.676,127.105,47,120.61,1073,975.354,2026,0.481,0.286,0.286,1073,0.346,0.267,0.219,409,0.572,0.397,0.73,337,0.361,0.255,0.324,405,1.09,0.73,2.993,30,0.538,0.255,1.273,19,0.597,0.521,0.302,18,0.933,0.786,0.322,1,0.205,0.205,NA,5,15.434,13.299,15.452,2,31.825,31.825,NA,1073,183.034,19,9.633,5.762,5.762,0,NA,NA,NA,5,4.926,2.239,3.963,2,3.2,3.2,NA,307,17.374,21.711,11.565,1,7.349,7.349,NA,0,NA,NA,NA,15,18.398,21.696,12.473,0,NA,NA,NA,3,25.517,21.44,11.992,2,31.825,31.825,NA,1968,111,23.49,25.32,74,71,41,33,13,0.577,0,0.465,0,3,1,1,0,0.333,0,0.333,0,77,10.883,7.706,12.065,24.792,19,25.492,0.940860215
418,8.27448E+14,transcribed,2231,523.996,2110,495.577,120,28.184,17.583,14,14.586,1,2231,2110,NA,120,120,NA,1,2231,2110,NA,120,120,NA,1,1,NA,255.46,1,255.46,0,NA,2231,0,NA,255,110.811,375,0.295,0.264,0.264,239,0.266,0.256,0.058,80,0.307,0.297,0.067,55,0.304,0.279,0.089,119,0.528,0.534,0.17,1,5.933,5.933,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,255,5.933,1,5.933,5.933,5.933,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,5.933,5.933,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2111,508,128.15,129.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,249,249.527,0,2111,2111,0,1
419,1.45978E+14,transcribed,2038,377.446,1681,311.328,355,65.747,4.611,4,2.536,15,135.867,94,63.845,23.667,21,13.325,5,407.6,308,119.923,71,65,26.586,3,3,1.673,323.967,8,40.495,13.325,35.535,254.75,72,318.311,323,147.22,213,0.691,0.364,0.364,69,0.362,0.257,0.248,56,0.766,0.381,2.006,25,0.44,0.305,0.292,306,0.682,0.5,0.94,6,3.962,0.832,5.964,5,0.51,0.52,0.301,9,2.61,0.418,5.215,2,0.997,0.997,NA,4,0.451,0.484,0.107,2,0.479,0.479,NA,323,56.364,8,7.045,5.026,5.026,0,NA,NA,NA,3,6.664,2.617,6.117,0,NA,NA,NA,3,6.664,2.617,6.117,2,10.813,10.813,NA,0,NA,NA,NA,1,16.807,16.807,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1683,317,79.76,98.45,35,35,64,56,21,1.829,1,1.6,1,0,0,0,0,0,0,0,0,50,5.78,3.0845,7.008,32.84,17.5,38.178,0.970674487
420,8.03011E+14,transcribed,2446,184.808,2061,155.719,381,28.787,5.276,4,3.3,23,106.348,85,42.353,16.565,15,7.598,5,489.2,371,181.116,76.2,68,36.124,4.6,4,2.154,794.121,19,41.795,19.136,6.826,135.889,68,85.315,794,557.973,874,0.638,0.284,0.284,427,0.421,0.256,0.771,150,0.845,0.3,5.563,136,0.754,0.241,3.221,341,0.755,0.472,2.113,11,0.523,0.256,0.489,12,0.344,0.252,0.264,17,0.634,0.457,0.456,4,0.635,0.605,0.096,6,0.36,0.325,0.104,4,0.927,0.929,0.078,794,237.851,18,13.213,4.287,4.287,6,5.499,4,3.534,1,68.688,68.688,NA,6,10.038,3.096,12.001,333,4.143,2.697,4.951,0,NA,NA,NA,0,NA,NA,NA,17,3.535,2.719,2.717,0,NA,NA,NA,0,NA,NA,NA,4,6.094,3.33,4.953,2065,157,68.1,70.9,98,97,194,178,54,2,1,1.835,1,1,1,1,0,1,1,1,1,106,6.575,2.7585,14.105,18.915,9.5,22.697,0.909276665
421,3.13857E+14,transcribed,5129,106.063,4208,87.018,908,18.777,4.531,4,2.583,45,113.978,87,45.882,20.178,17,10.638,10,512.9,414,243.243,90.8,85,52.084,4.5,4,2.247,2901.472,68,42.668,23.245,28.641,73.271,21.5,107.174,2901,2712.19,4334,0.625,0.287,0.287,2382,0.428,0.273,1.64,803,0.748,0.442,2.416,748,0.473,0.266,2.18,789,1.077,0.785,2.553,60,0.798,0.288,3.339,36,0.626,0.528,0.345,33,0.957,0.876,0.347,7,2.707,0.206,3.961,15,10,1.248,16.829,8,18.582,12.119,19.51,2901,1032.251,71,14.538,7.91,7.91,16,13.336,5.99,15.06,20,8.941,4.001,12.708,6,15.718,5.258,18.74,702,20.828,14.284,12.849,2,14.556,14.556,NA,0,NA,NA,NA,29,22.171,24.625,12.348,2,8.958,8.958,NA,5,28.631,24.379,18.125,8,28.299,29.445,15.559,4211,88,27.54,35.82,125,107,173,144,59,1.617,1,1.346,1,18,29,27,7,1.611,1,1.5,1,123,17.081,10.726,27.138,33.081,22,40.202,0.956767283
422,7.72866E+14,transcribed,2323,90.837,1909,74.648,392,15.329,4.742,4,2.92,11,211.182,163,106.668,35.636,36,21.139,6,387.167,306,188.225,65.333,63.5,38.034,1.833,1.5,1.067,1534.396,126,12.177,7.427,NA,18.437,11.5,20.316,1534,1471.439,2166,0.679,0.36,0.36,1173,0.483,0.304,0.609,370,1.102,0.848,1.046,410,0.623,0.336,1.242,355,1.594,1.265,1.27,13,0.629,0.295,1.051,7,1.689,1.4,0.806,5,2.193,1.904,0.946,6,0.795,0.642,0.541,10,1.816,1.296,2.122,4,3.408,1.532,3.734,1534,427.432,126,3.392,2.696,2.696,43,3.016,2.473,1.237,40,3.398,2.808,1.748,17,4.388,2.774,4.423,338,4.46,3.839,1.979,1,4.252,4.252,NA,2,2.912,2.912,NA,5,3.377,3.401,0.645,0,NA,NA,NA,1,8.032,8.032,NA,4,4.618,3.04,3.034,1911,75,1.62,5.92,81,75,131,119,28,1.747,1,1.587,1,6,3,3,0,0.5,0.5,0.5,0.5,90,13.933,7.521,15.401,20.6,14,22.072,0.933333333
